epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,2200.09,0.4924,0.35477,0.97684,0.88362,0.90036,0.92036,0.8325,0.46618,0.45323,0.97938,0.000160162,0.000160162,0.000160162
78,2228.46,0.47482,0.32905,0.96547,0.8914,0.89246,0.91821,0.82949,0.464,0.45756,0.97838,0.000148535,0.000148535,0.000148535
79,2256.7,0.48896,0.34756,0.97774,0.88348,0.90881,0.92278,0.8368,0.46256,0.4425,0.97564,0.000137315,0.000137315,0.000137315
80,2285.16,0.47804,0.33096,0.97264,0.88581,0.89835,0.91941,0.83609,0.459,0.45674,0.97348,0.000126513,0.000126513,0.000126513
81,2313.57,0.48593,0.34102,0.97666,0.89232,0.88067,0.91472,0.83089,0.46142,0.47748,0.97811,0.00011614,0.00011614,0.00011614
82,2341.99,0.48737,0.33609,0.967,0.88243,0.8995,0.9186,0.83479,0.45699,0.46559,0.97283,0.000106206,0.000106206,0.000106206
83,2370.27,0.47666,0.33617,0.96458,0.89262,0.89395,0.91646,0.83097,0.46047,0.46861,0.97491,9.67211e-05,9.67211e-05,9.67211e-05
84,2398.96,0.47364,0.33626,0.96394,0.89621,0.88751,0.91898,0.83353,0.45799,0.46307,0.97455,8.76942e-05,8.76942e-05,8.76942e-05
85,2427.37,0.48342,0.33605,0.97184,0.89195,0.88447,0.91411,0.82937,0.45888,0.46978,0.97573,7.91345e-05,7.91345e-05,7.91345e-05
86,2455.71,0.47155,0.31167,0.96692,0.89403,0.88685,0.91359,0.82783,0.45963,0.48421,0.97698,7.10504e-05,7.10504e-05,7.10504e-05
87,2483.96,0.47755,0.33278,0.9676,0.88732,0.89133,0.91751,0.83206,0.4634,0.46841,0.97544,6.34499e-05,6.34499e-05,6.34499e-05
88,2512.41,0.46766,0.31999,0.96098,0.87975,0.89303,0.91593,0.8309,0.46139,0.47784,0.97609,5.63404e-05,5.63404e-05,5.63404e-05
89,2540.86,0.4762,0.33053,0.9685,0.889,0.88925,0.91726,0.83438,0.45897,0.47235,0.97477,4.97291e-05,4.97291e-05,4.97291e-05
90,2569.25,0.47059,0.31643,0.96611,0.87587,0.8955,0.9117,0.82748,0.45784,0.47669,0.97447,4.36223e-05,4.36223e-05,4.36223e-05
91,2600.16,0.42889,0.2181,0.96688,0.88471,0.88296,0.91734,0.83003,0.47305,0.46608,0.98547,3.80262e-05,3.80262e-05,3.80262e-05
92,2628.39,0.41881,0.21041,0.95297,0.88824,0.88862,0.91936,0.83274,0.46921,0.46532,0.98095,3.29463e-05,3.29463e-05,3.29463e-05
93,2656.8,0.40938,0.207,0.94848,0.88463,0.89429,0.92112,0.83504,0.4665,0.4632,0.97931,2.83875e-05,2.83875e-05,2.83875e-05
94,2685.03,0.4234,0.20957,0.96703,0.89009,0.89131,0.91945,0.83489,0.4657,0.46818,0.97838,2.43545e-05,2.43545e-05,2.43545e-05
95,2713.31,0.41252,0.19714,0.95698,0.88877,0.8897,0.91932,0.83446,0.46547,0.46876,0.97756,2.0851e-05,2.0851e-05,2.0851e-05
96,2741.79,0.41792,0.2014,0.9578,0.88866,0.89371,0.92105,0.83573,0.46504,0.46666,0.97796,1.78807e-05,1.78807e-05,1.78807e-05
97,2769.85,0.41182,0.19973,0.94876,0.8913,0.88933,0.92034,0.83553,0.46277,0.46783,0.97796,1.54465e-05,1.54465e-05,1.54465e-05
98,2798.13,0.41249,0.20599,0.95542,0.89181,0.88683,0.92001,0.83442,0.46295,0.46691,0.97792,1.35507e-05,1.35507e-05,1.35507e-05
99,2826.48,0.40966,0.19989,0.95233,0.89275,0.88509,0.91777,0.8331,0.46133,0.46877,0.97754,1.21952e-05,1.21952e-05,1.21952e-05
100,2854.96,0.41673,0.20209,0.95516,0.88409,0.88977,0.91701,0.83184,0.46188,0.47206,0.97728,1.13814e-05,1.13814e-05,1.13814e-05
