epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,1516.06,0.68698,0.51318,0.00703,0.88066,0.90789,0.91528,0.79538,0.53488,0.41129,0.00868,0.00092474,0.00092474,0.00092474
29,1570.4,0.68019,0.51655,0.00687,0.84099,0.89126,0.90416,0.78315,0.5382,0.44787,0.00876,0.000911603,0.000911603,0.000911603
30,1624.14,0.67908,0.51164,0.00674,0.86746,0.88492,0.90962,0.7988,0.50569,0.40888,0.00821,0.00089812,0.00089812,0.00089812
31,1678.09,0.67924,0.50221,0.00681,0.8662,0.88642,0.90705,0.80327,0.49732,0.43692,0.0081,0.000884305,0.000884305,0.000884305
32,1732.37,0.6561,0.47765,0.0066,0.8698,0.86324,0.89944,0.78539,0.50726,0.46687,0.00824,0.00087017,0.00087017,0.00087017
33,1785.53,0.64751,0.49,0.00653,0.86102,0.88941,0.90333,0.79133,0.52098,0.47694,0.00847,0.00085573,0.00085573,0.00085573
34,1839.12,0.66815,0.47355,0.00676,0.89568,0.87886,0.92447,0.82046,0.48946,0.38733,0.00794,0.000841,0.000841,0.000841
35,1892.63,0.66335,0.49445,0.00663,0.87598,0.89998,0.91562,0.81533,0.48702,0.40174,0.00792,0.000825993,0.000825993,0.000825993
36,1946.21,0.65143,0.47503,0.00665,0.87868,0.90178,0.91417,0.80797,0.49277,0.39457,0.00801,0.000810725,0.000810725,0.000810725
37,1999.79,0.64122,0.48122,0.00652,0.87986,0.89851,0.92317,0.81868,0.49305,0.3911,0.00801,0.00079521,0.00079521,0.00079521
38,2053.18,0.64354,0.46117,0.00639,0.87051,0.87686,0.91199,0.81045,0.47526,0.42472,0.00774,0.000779464,0.000779464,0.000779464
39,2106.57,0.63743,0.44105,0.00635,0.89442,0.90087,0.92638,0.81626,0.49228,0.40898,0.00801,0.000763503,0.000763503,0.000763503
40,2160.35,0.63755,0.42389,0.00624,0.87043,0.90359,0.91131,0.80835,0.49599,0.4225,0.00811,0.000747342,0.000747342,0.000747342
41,2213.52,0.63512,0.43663,0.00632,0.86902,0.89399,0.91432,0.81565,0.48486,0.40812,0.0079,0.000730997,0.000730997,0.000730997
42,2266.82,0.60096,0.40633,0.00606,0.86852,0.91313,0.91891,0.80456,0.49842,0.44074,0.00809,0.000714485,0.000714485,0.000714485
43,2320.72,0.62492,0.4557,0.00618,0.88636,0.87212,0.91485,0.81002,0.48696,0.41897,0.00792,0.000697821,0.000697821,0.000697821
44,2374.44,0.62733,0.43499,0.00617,0.88464,0.91541,0.92325,0.81242,0.50987,0.38589,0.00828,0.000681022,0.000681022,0.000681022
45,2428.1,0.60906,0.41937,0.00612,0.8686,0.9043,0.9214,0.81234,0.49193,0.4042,0.00803,0.000664104,0.000664104,0.000664104
46,2481.45,0.60247,0.40964,0.00611,0.88268,0.90369,0.92983,0.82719,0.47207,0.38859,0.0077,0.000647085,0.000647085,0.000647085
47,2535.73,0.61081,0.39729,0.00613,0.89509,0.90656,0.91831,0.81433,0.48157,0.42173,0.00786,0.000629981,0.000629981,0.000629981
48,2589.2,0.58919,0.3923,0.006,0.89523,0.90982,0.92187,0.82194,0.47279,0.37461,0.00768,0.000612809,0.000612809,0.000612809
49,2642.56,0.59553,0.39772,0.00597,0.86738,0.93177,0.92378,0.81948,0.48096,0.39639,0.00783,0.000595586,0.000595586,0.000595586
50,2695.96,0.59652,0.39517,0.00597,0.87465,0.93219,0.93115,0.83658,0.46738,0.39969,0.00759,0.000578329,0.000578329,0.000578329
51,2750.03,0.58111,0.37001,0.0058,0.8659,0.91302,0.92828,0.83156,0.47798,0.38844,0.00776,0.000561055,0.000561055,0.000561055
52,2803.44,0.59245,0.38699,0.00601,0.88842,0.90071,0.92893,0.83171,0.46595,0.38422,0.00755,0.000543781,0.000543781,0.000543781
53,2856.96,0.58348,0.37574,0.00579,0.88638,0.91823,0.92402,0.82603,0.48024,0.39274,0.0078,0.000526524,0.000526524,0.000526524
54,2910.71,0.58037,0.3809,0.00576,0.88413,0.89444,0.92657,0.83137,0.47178,0.4089,0.00769,0.000509301,0.000509301,0.000509301
55,2964.19,0.59002,0.37511,0.00597,0.88122,0.88741,0.92237,0.82377,0.47043,0.41995,0.00765,0.000492129,0.000492129,0.000492129
56,3017.41,0.57412,0.37219,0.00577,0.85968,0.92464,0.9139,0.8184,0.46904,0.42695,0.00763,0.000475025,0.000475025,0.000475025
57,3071.92,0.56398,0.36924,0.00547,0.88611,0.9201,0.92433,0.82502,0.46516,0.43846,0.00757,0.000458006,0.000458006,0.000458006
58,3125.14,0.56666,0.36519,0.00567,0.87415,0.91794,0.92138,0.82714,0.45914,0.4461,0.00745,0.000441088,0.000441088,0.000441088
59,3178.93,0.56312,0.34218,0.00572,0.90097,0.88959,0.92481,0.82838,0.45845,0.43899,0.00743,0.000424289,0.000424289,0.000424289
60,3232.86,0.55753,0.34075,0.0055,0.88017,0.88799,0.92189,0.82636,0.46275,0.43393,0.00753,0.000407625,0.000407625,0.000407625
61,3286.66,0.55873,0.34876,0.00552,0.87503,0.91072,0.92515,0.83026,0.4588,0.43738,0.00743,0.000391113,0.000391113,0.000391113
62,3340.36,0.54197,0.33252,0.00549,0.87916,0.88944,0.90895,0.81346,0.46277,0.45738,0.00752,0.000374768,0.000374768,0.000374768
63,3393.37,0.53872,0.31973,0.0054,0.86118,0.91425,0.92425,0.82668,0.46162,0.44301,0.00747,0.000358607,0.000358607,0.000358607
64,3446.79,0.55468,0.34529,0.00557,0.88308,0.92611,0.92278,0.82539,0.4656,0.42013,0.00755,0.000342646,0.000342646,0.000342646
65,3500.93,0.52999,0.32199,0.00531,0.88709,0.90854,0.91557,0.82377,0.46098,0.44995,0.00746,0.0003269,0.0003269,0.0003269
66,3554.68,0.53925,0.32826,0.00548,0.87292,0.92538,0.91786,0.825,0.46057,0.4547,0.00747,0.000311385,0.000311385,0.000311385
67,3608.32,0.53345,0.30968,0.00537,0.87381,0.92524,0.91642,0.82344,0.45913,0.46233,0.00743,0.000296117,0.000296117,0.000296117
68,3661.7,0.52649,0.29183,0.00531,0.88641,0.91449,0.92289,0.82155,0.47221,0.44781,0.0077,0.00028111,0.00028111,0.00028111
69,3715.17,0.52563,0.30283,0.0052,0.88097,0.91719,0.91934,0.82295,0.45936,0.4528,0.00745,0.00026638,0.00026638,0.00026638
70,3768.68,0.51095,0.29937,0.00513,0.89599,0.89731,0.9152,0.8227,0.46078,0.45941,0.00749,0.00025194,0.00025194,0.00025194
71,3822.23,0.5251,0.30122,0.00532,0.88927,0.91004,0.91106,0.81416,0.46308,0.46931,0.00752,0.000237805,0.000237805,0.000237805
72,3875.86,0.51689,0.31741,0.00518,0.88828,0.90103,0.9091,0.81748,0.46021,0.47185,0.00747,0.00022399,0.00022399,0.00022399
73,3929.5,0.52447,0.30209,0.00515,0.88435,0.89997,0.91004,0.81625,0.45735,0.49414,0.00742,0.000210507,0.000210507,0.000210507
74,3983.27,0.51873,0.29831,0.00523,0.88035,0.91138,0.91998,0.82611,0.45659,0.47767,0.0074,0.00019737,0.00019737,0.00019737
75,4036.82,0.50485,0.29443,0.00511,0.89507,0.88585,0.91186,0.81953,0.46109,0.48458,0.00751,0.000184592,0.000184592,0.000184592
76,4090.12,0.51032,0.29016,0.00504,0.89221,0.89116,0.91015,0.81853,0.45779,0.49539,0.00744,0.000172185,0.000172185,0.000172185
77,4143.97,0.49302,0.28049,0.00496,0.89892,0.89638,0.91483,0.82541,0.45981,0.48855,0.00748,0.000160162,0.000160162,0.000160162
78,4197.52,0.48201,0.28189,0.00473,0.89253,0.88263,0.91299,0.82055,0.45839,0.5051,0.00745,0.000148535,0.000148535,0.000148535
79,4251.47,0.50505,0.29738,0.00505,0.88551,0.89933,0.91339,0.82023,0.45972,0.485,0.00748,0.000137315,0.000137315,0.000137315
80,4304.84,0.49879,0.28697,0.00494,0.88238,0.91947,0.91426,0.82353,0.45717,0.50677,0.00742,0.000126513,0.000126513,0.000126513
