epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,6237.29,0.65073,0.45904,0.0066,0.84172,0.88408,0.9093,0.79861,0.52285,0.47189,0.00849,0.000714485,0.000714485,0.000714485
43,6385.78,0.65673,0.46039,0.00673,0.85914,0.91343,0.92286,0.80973,0.51202,0.42121,0.00833,0.000697821,0.000697821,0.000697821
44,6534.81,0.65181,0.46442,0.00671,0.86102,0.91195,0.92261,0.80511,0.51257,0.39521,0.0083,0.000681022,0.000681022,0.000681022
45,6683.27,0.64443,0.45881,0.00649,0.86216,0.89386,0.92005,0.80921,0.5116,0.41075,0.00832,0.000664104,0.000664104,0.000664104
46,6831.47,0.6382,0.42592,0.0065,0.84924,0.9212,0.91205,0.8087,0.50902,0.43163,0.00826,0.000647085,0.000647085,0.000647085
47,6978.74,0.64068,0.44518,0.0065,0.85906,0.91588,0.92139,0.81521,0.49813,0.40982,0.0081,0.000629981,0.000629981,0.000629981
48,7128.39,0.62573,0.43004,0.00632,0.86074,0.91043,0.9158,0.81254,0.50126,0.42008,0.00814,0.000612809,0.000612809,0.000612809
49,7276.46,0.64083,0.42848,0.00654,0.87053,0.88553,0.92568,0.82003,0.49722,0.39985,0.00809,0.000595586,0.000595586,0.000595586
50,7425.24,0.61684,0.42181,0.00635,0.88327,0.878,0.92412,0.81977,0.4958,0.42265,0.00803,0.000578329,0.000578329,0.000578329
51,7573.03,0.61949,0.42448,0.00636,0.87196,0.91984,0.92422,0.8198,0.49569,0.39671,0.00805,0.000561055,0.000561055,0.000561055
52,7721.51,0.61727,0.41131,0.00637,0.88091,0.90331,0.91964,0.81192,0.49806,0.41815,0.00811,0.000543781,0.000543781,0.000543781
53,7869.51,0.61238,0.41327,0.00624,0.85797,0.9111,0.90916,0.80729,0.49526,0.45948,0.00804,0.000526524,0.000526524,0.000526524
54,8018.92,0.6035,0.41361,0.00619,0.87979,0.90043,0.92281,0.81964,0.49413,0.41608,0.00805,0.000509301,0.000509301,0.000509301
55,8167.46,0.60027,0.40148,0.00614,0.87264,0.90358,0.92116,0.81985,0.48743,0.41477,0.00792,0.000492129,0.000492129,0.000492129
56,8315.4,0.59396,0.39456,0.00606,0.86865,0.91006,0.908,0.8088,0.49415,0.44815,0.00801,0.000475025,0.000475025,0.000475025
57,8464.9,0.58659,0.36957,0.006,0.85383,0.9089,0.92506,0.82313,0.48898,0.42711,0.00794,0.000458006,0.000458006,0.000458006
58,8615.47,0.58409,0.37321,0.00592,0.86078,0.91574,0.91686,0.81912,0.48522,0.42414,0.00787,0.000441088,0.000441088,0.000441088
59,8765.27,0.59144,0.38276,0.00601,0.89528,0.8825,0.92116,0.82021,0.48929,0.42956,0.00798,0.000424289,0.000424289,0.000424289
60,8913.72,0.57706,0.36377,0.00588,0.85479,0.91163,0.912,0.81165,0.49099,0.47337,0.00799,0.000407625,0.000407625,0.000407625
61,9062.05,0.5867,0.37681,0.00597,0.84649,0.91524,0.91601,0.817,0.48239,0.42134,0.00784,0.000391113,0.000391113,0.000391113
62,9210.69,0.58219,0.36258,0.00596,0.88499,0.87099,0.92143,0.81994,0.48582,0.43421,0.00791,0.000374768,0.000374768,0.000374768
63,9359.92,0.57801,0.35484,0.00593,0.8619,0.92619,0.92019,0.81928,0.48481,0.43832,0.00788,0.000358607,0.000358607,0.000358607
64,9508.36,0.57253,0.36402,0.00585,0.85682,0.92242,0.91265,0.81366,0.47787,0.43635,0.00775,0.000342646,0.000342646,0.000342646
65,9656.92,0.57632,0.36708,0.00594,0.89169,0.87374,0.91998,0.82223,0.48308,0.42583,0.00786,0.0003269,0.0003269,0.0003269
66,9804.51,0.56665,0.34334,0.00576,0.87778,0.89849,0.92355,0.82408,0.48049,0.4333,0.0078,0.000311385,0.000311385,0.000311385
67,9953.7,0.55979,0.34079,0.00567,0.84424,0.90695,0.91867,0.81483,0.48573,0.45115,0.00791,0.000296117,0.000296117,0.000296117
68,10101.6,0.56077,0.34366,0.00571,0.88625,0.8733,0.92208,0.82197,0.48019,0.45505,0.0078,0.00028111,0.00028111,0.00028111
69,10248.6,0.55102,0.33929,0.00564,0.90923,0.8709,0.92632,0.82695,0.47439,0.42517,0.00772,0.00026638,0.00026638,0.00026638
70,10397.7,0.55633,0.33967,0.00568,0.86637,0.92221,0.9213,0.82573,0.4769,0.44858,0.00776,0.00025194,0.00025194,0.00025194
71,10546.2,0.54432,0.3277,0.00557,0.87947,0.90406,0.91767,0.82192,0.473,0.46919,0.00768,0.000237805,0.000237805,0.000237805
72,10693.9,0.54407,0.32103,0.00552,0.87402,0.90538,0.91075,0.81338,0.47602,0.47448,0.00773,0.00022399,0.00022399,0.00022399
73,10842.4,0.53956,0.32548,0.0054,0.86989,0.90271,0.91551,0.81646,0.47327,0.48249,0.00769,0.000210507,0.000210507,0.000210507
74,10990.7,0.53596,0.32243,0.00544,0.8958,0.88831,0.92195,0.82308,0.47117,0.46691,0.00765,0.00019737,0.00019737,0.00019737
75,11137.9,0.53983,0.31876,0.00552,0.89205,0.88437,0.91778,0.81936,0.47381,0.46003,0.00769,0.000184592,0.000184592,0.000184592
76,11286,0.54131,0.32008,0.00545,0.85449,0.91008,0.91306,0.81607,0.47462,0.49685,0.00769,0.000172185,0.000172185,0.000172185
77,11433.3,0.52812,0.31265,0.00537,0.85233,0.92045,0.90902,0.81309,0.47375,0.49404,0.0077,0.000160162,0.000160162,0.000160162
78,11580.5,0.52922,0.31749,0.00536,0.88781,0.89815,0.90991,0.81494,0.47656,0.4978,0.00776,0.000148535,0.000148535,0.000148535
79,11728.7,0.53251,0.31315,0.00535,0.8659,0.89324,0.90321,0.80881,0.47275,0.52265,0.00768,0.000137315,0.000137315,0.000137315
80,11876.3,0.52239,0.3054,0.00538,0.89109,0.88171,0.90609,0.81098,0.47793,0.50674,0.00777,0.000126513,0.000126513,0.000126513
81,12023.5,0.51657,0.30327,0.00528,0.85328,0.91172,0.90516,0.81027,0.47312,0.49193,0.00768,0.00011614,0.00011614,0.00011614
82,12170.8,0.51496,0.29233,0.00519,0.87371,0.88729,0.90497,0.81024,0.47224,0.50407,0.00767,0.000106206,0.000106206,0.000106206
83,12319.3,0.51784,0.29832,0.00525,0.87362,0.8899,0.90636,0.81036,0.47126,0.51692,0.00765,9.67211e-05,9.67211e-05,9.67211e-05
84,12466.7,0.51231,0.29493,0.00524,0.86769,0.90416,0.90383,0.80844,0.47202,0.52103,0.00765,8.76942e-05,8.76942e-05,8.76942e-05
85,12614.2,0.50734,0.28757,0.00517,0.87069,0.8993,0.90202,0.8084,0.46834,0.51527,0.0076,7.91345e-05,7.91345e-05,7.91345e-05
86,12761.6,0.51351,0.29098,0.00527,0.85683,0.90613,0.90094,0.8071,0.47028,0.53272,0.00764,7.10504e-05,7.10504e-05,7.10504e-05
87,12909.2,0.50894,0.28647,0.00516,0.88964,0.87876,0.90537,0.81117,0.47051,0.51451,0.00764,6.34499e-05,6.34499e-05,6.34499e-05
88,13057,0.5096,0.28269,0.00517,0.88057,0.894,0.90766,0.81317,0.47174,0.51616,0.00766,5.63404e-05,5.63404e-05,5.63404e-05
89,13205.3,0.50592,0.29178,0.00516,0.87522,0.90202,0.90703,0.81219,0.46891,0.51432,0.00761,4.97291e-05,4.97291e-05,4.97291e-05
90,13352.9,0.50582,0.28947,0.00518,0.87581,0.89231,0.90251,0.80868,0.46816,0.52649,0.00761,4.36223e-05,4.36223e-05,4.36223e-05
91,13500.6,0.43352,0.15695,0.00569,0.88317,0.89385,0.89852,0.80406,0.47474,0.51848,0.00771,3.80262e-05,3.80262e-05,3.80262e-05
92,13647.8,0.43032,0.15559,0.00563,0.87902,0.88776,0.90105,0.80576,0.47431,0.51943,0.00771,3.29463e-05,3.29463e-05,3.29463e-05
93,13795.4,0.42778,0.14999,0.0056,0.8733,0.8955,0.90382,0.81064,0.4724,0.51864,0.00767,2.83875e-05,2.83875e-05,2.83875e-05
94,13942.9,0.42734,0.15511,0.00561,0.87915,0.89567,0.90365,0.80971,0.47085,0.51621,0.00765,2.43545e-05,2.43545e-05,2.43545e-05
95,14090.5,0.42459,0.1492,0.0056,0.87611,0.89477,0.8999,0.80616,0.47117,0.52526,0.00765,2.0851e-05,2.0851e-05,2.0851e-05
96,14237.7,0.42333,0.14974,0.00555,0.8771,0.89323,0.90089,0.80705,0.47148,0.51915,0.00766,1.78807e-05,1.78807e-05,1.78807e-05
97,14384.6,0.42154,0.14874,0.00553,0.87623,0.89224,0.90179,0.80792,0.4714,0.52048,0.00766,1.54465e-05,1.54465e-05,1.54465e-05
98,14531.9,0.41965,0.15003,0.00549,0.86665,0.89777,0.90024,0.80596,0.47079,0.52076,0.00764,1.35507e-05,1.35507e-05,1.35507e-05
99,14679,0.41735,0.14768,0.00555,0.87002,0.89853,0.90162,0.80728,0.47103,0.52001,0.00765,1.21952e-05,1.21952e-05,1.21952e-05
